"ID Científico","Nombre Completo","Especialidad","Grado Académico","Institución","País","Nivel de Acceso","Estado","Correo Electrónico","Fecha Nacimiento","Fecha Ingreso","Publicaciones"
"CE-53533","Andrés Ramos Ríos","Virología Molecular","M.D. Ph.D.","CINARA","Perú","NIVEL-5 Umbra","Suspendido","andrés.ramos.ríos@umbrella-corp.com","28/02/1977","13/01/2013","58"
"CE-99040","Ricardo Vargas Reyes","Inmunología Avanzada","M.D. Ph.D.","UNAL Medellín","Colombia","NIVEL-3 Confidencial","Activo","ricardo.vargas.reyes@arklay-science.com","18/04/1961","20/11/2020","82"
"CE-17145","Carlos García Castro","Toxicología Ambiental","Doctorado en Medicina","UNAL Medellín","México","NIVEL-5 Umbra","Activo","carlos.garcía.castro@arklay-science.com","23/09/1967","01/05/2022","84"
"CE-52311","Daniela Delgado Díaz","Nanotecnología Biomédica","Doctorado en Medicina","Universidad del Valle","Venezuela","NIVEL-5 Umbra","Suspendido","daniela.delgado.díaz@hcf-research.net","21/01/1970","22/02/2021","18"
"CE-14371","Pablo Ruiz Ortega","Biología Sintética","Ph.D. Bioinformática","Universidad del Valle","Perú","NIVEL-3 Confidencial","Activo","pablo.ruiz.ortega@nest-lab.org","23/03/1985","24/09/2013","89"
"CE-76872","Alejandro Guerrero Muñoz","Biotecnología Genómica","Doctorado en Microbiología","Universidad Industrial de Santander","Brasil","NIVEL-5 Umbra","Activo","alejandro.guerrero.m@nest-lab.org","08/04/1961","14/12/2015","42"
"CE-28711","Sofía Torres González","Virología Molecular","Ph.D. en Neurociencias","Instituto Humboldt","Uruguay","NIVEL-1 Básico","Activo","sofía.torres.gonzále@hcf-research.net","14/04/1983","28/12/2010","26"
"CE-74818","Felipe Rodríguez López","Criobiología","Doctorado en Microbiología","CINARA","México","NIVEL-2 Restringido","Activo","felipe.rodríguez.lóp@nest-lab.org","20/05/1971","23/07/2018","18"
"CE-67086","Paola Castillo Fernández","Oncología Molecular","Doctorado en Biología Molecular","Universidad de los Andes","Chile","NIVEL-1 Básico","Suspendido","paola.castillo.ferná@umbrella-corp.com","08/01/1972","04/01/2017","6"
"CE-49880","Paola Jiménez Morales","Biotecnología Genómica","Ph.D. en Bioquímica","Universidad del Cauca","Chile","NIVEL-4 Secreto","Suspendido","paola.jiménez.morale@hcf-research.net","16/04/1975","04/03/2021","84"
"CE-46553","Alberto Sánchez Martínez","Inmunología Avanzada","M.Sc. Biotecnología","Universidad Industrial de Santander","Venezuela","NIVEL-5 Umbra","Activo","alberto.sánchez.mart@hcf-research.net","18/08/1967","28/04/2011","65"
"CE-96645","Iván Ramos Delgado","Nanotecnología Biomédica","Doctorado en Microbiología","Universidad de Antioquia","España","NIVEL-5 Umbra","Activo","iván.ramos.delgado@hcf-research.net","24/05/1994","15/05/2020","86"
"CE-21992","Sergio Reyes Guerrero","Epidemiología Computacional","Doctorado en Microbiología","Centro Internacional de Agricultura Tropical","España","NIVEL-4 Secreto","Activo","sergio.reyes.guerrer@progenitor.edu","10/10/1984","08/06/2018","52"
"CE-58716","Roberto Ruiz Guerrero","Neurociencias","Ph.D. en Bioquímica","CINARA","España","NIVEL-1 Básico","En revisión","roberto.ruiz.guerrer@hcf-research.net","18/06/1981","08/09/2013","26"
"CE-79628","Miguel Muñoz Castillo","Biología Sintética","Doctorado en Medicina","Universidad de los Andes","Colombia","NIVEL-4 Secreto","Suspendido","miguel.muñoz.castill@nest-lab.org","01/05/1961","26/09/2020","47"
"CE-17785","Camila Herrera Ramos","Inmunología Avanzada","Doctorado en Medicina","Universidad del Valle","Colombia","NIVEL-5 Umbra","Activo","camila.herrera.ramos@hcf-research.net","12/08/1963","07/11/2017","69"
"CE-44018","Diego González Cruz","Genética Forense","Doctorado en Microbiología","Universidad Industrial de Santander","Chile","NIVEL-1 Básico","Activo","diego.gonzález.cruz@nest-lab.org","04/11/1963","14/07/2017","47"
"CE-47096","Gustavo Muñoz Salazar","Genética Forense","Ph.D. en Farmacología","CINARA","Venezuela","NIVEL-1 Básico","Activo","gustavo.muñoz.salaza@arklay-science.com","10/05/1988","23/09/2014","63"
"CE-63976","Iván Romero Castro","Criobiología","Doctorado en Medicina","Universidad de los Andes","Ecuador","NIVEL-1 Básico","Suspendido","iván.romero.castro@nest-lab.org","04/09/1993","01/08/2014","2"
"CE-97884","Ricardo Delgado Morales","Inmunología Avanzada","Ph.D. en Bioquímica","CINARA","Uruguay","NIVEL-1 Básico","Activo","ricardo.delgado.mora@nest-lab.org","02/04/1969","01/02/2021","81"
"CE-89942","Elena Díaz Salazar","Oncología Molecular","M.D. Ph.D.","Universidad Tecnológica de Pereira","España","NIVEL-1 Básico","Suspendido","elena.díaz.salazar@umbrella-corp.com","02/10/1965","19/11/2017","46"
"CE-51229","Paula Romero López","Microbiología Clínica","M.D. Ph.D.","Universidad del Valle","Ecuador","NIVEL-4 Secreto","Activo","paula.romero.lópez@umbrella-corp.com","16/11/1979","03/08/2011","77"
"CE-37346","Alejandro Guerrero Guerrero","Genética Forense","Ph.D. en Bioquímica","Universidad Nacional de Colombia","Brasil","NIVEL-2 Restringido","Activo","alejandro.guerrero.g@hcf-research.net","10/01/1983","22/01/2018","70"
"CE-57994","Claudia Fernández Mendoza","Farmacología Experimental","Doctorado en Microbiología","Universidad de Antioquia","Colombia","NIVEL-4 Secreto","Suspendido","claudia.fernández.me@progenitor.edu","11/02/1964","14/07/2014","2"
"CE-74583","Sergio Herrera Morales","Inmunología Avanzada","M.Sc. Biotecnología","Universidad del Cauca","Perú","NIVEL-4 Secreto","Suspendido","sergio.herrera.moral@arklay-science.com","18/02/1985","05/12/2017","26"
"CE-45023","Natalia García Ramos","Microbiología Clínica","Ph.D. en Química","UNAL Medellín","Perú","NIVEL-5 Umbra","Activo","natalia.garcía.ramos@progenitor.edu","01/09/1983","15/08/2011","80"
"CE-15126","Diego Castillo Romero","Inmunología Avanzada","Ph.D. en Química","Instituto Humboldt","Venezuela","NIVEL-3 Confidencial","En revisión","diego.castillo.romer@hcf-research.net","12/02/1993","18/03/2012","100"
"CE-42659","Miguel Pérez Ríos","Epidemiología Computacional","M.Sc. Genómica","CINARA","Venezuela","NIVEL-5 Umbra","Activo","miguel.pérez.ríos@umbrella-corp.com","05/07/1982","11/04/2021","46"
"CE-29593","Jorge González Castro","Bioquímica Estructural","Ph.D. en Ciencias Biológicas","Universidad de Antioquia","Venezuela","NIVEL-4 Secreto","Suspendido","jorge.gonzález.castr@umbrella-corp.com","03/08/1977","19/03/2011","51"
"CE-68144","Eduardo García Díaz","Neurociencias","Doctorado en Biología Molecular","Universidad Industrial de Santander","España","NIVEL-1 Básico","Activo","eduardo.garcía.díaz@nest-lab.org","10/09/1989","27/08/2018","0"
"CE-47713","Jorge Díaz González","Farmacología Experimental","Ph.D. en Ciencias Biológicas","Universidad Industrial de Santander","Perú","NIVEL-5 Umbra","Suspendido","jorge.díaz.gonzález@arklay-science.com","01/10/1985","18/07/2019","6"
"CE-25117","Roberto Herrera Martínez","Biotecnología Genómica","Doctorado en Biología Molecular","UNAL Medellín","Argentina","NIVEL-2 Restringido","Activo","roberto.herrera.mart@hcf-research.net","04/09/1990","16/11/2020","12"
"CE-55135","Mariana Romero Vargas","Biotecnología Genómica","Ph.D. en Ciencias Biológicas","Universidad de los Andes","Venezuela","NIVEL-3 Confidencial","En revisión","mariana.romero.varga@umbrella-corp.com","12/11/1978","04/08/2013","48"
"CE-24807","Felipe López Rodríguez","Genética Forense","Doctorado en Biología Molecular","Universidad de Córdoba","Argentina","NIVEL-3 Confidencial","Suspendido","felipe.lópez.rodrígu@arklay-science.com","15/11/1963","26/04/2016","47"
"CE-79286","Valentina Vega Díaz","Epidemiología Computacional","Doctorado en Biología Molecular","Pontificia Universidad Javeriana","España","NIVEL-4 Secreto","En revisión","valentina.vega.díaz@hcf-research.net","21/10/1964","18/12/2022","89"
"CE-36208","Jorge Cruz Guerrero","Inmunología Avanzada","Doctorado en Biología Molecular","UNAL Medellín","Perú","NIVEL-5 Umbra","Activo","jorge.cruz.guerrero@nest-lab.org","08/12/1971","07/09/2010","5"
"CE-58449","Jorge Vargas Castro","Neurociencias","M.D. Ph.D.","Universidad Tecnológica de Pereira","Chile","NIVEL-4 Secreto","Activo","jorge.vargas.castro@umbrella-corp.com","24/05/1960","12/01/2020","21"
"CE-25210","Valeria Rodríguez Rodríguez","Bioquímica Estructural","Ph.D. en Neurociencias","Universidad Tecnológica de Pereira","Colombia","NIVEL-1 Básico","En revisión","valeria.rodríguez.ro@nest-lab.org","20/01/1967","05/04/2017","100"
"CE-75848","Manuel Ramos Martínez","Parasitología Molecular","Ph.D. en Química","UNAL Medellín","Venezuela","NIVEL-3 Confidencial","Activo","manuel.ramos.martíne@hcf-research.net","16/07/1962","23/12/2016","108"
"CE-86826","Mariana Cruz Vargas","Toxicología Ambiental","Ph.D. en Química","Universidad Tecnológica de Pereira","Brasil","NIVEL-5 Umbra","En revisión","mariana.cruz.vargas@hcf-research.net","20/10/1991","02/03/2016","47"
"CE-78929","Miguel Castillo Fernández","Neurociencias","Doctorado en Microbiología","Instituto Humboldt","Colombia","NIVEL-5 Umbra","Activo","miguel.castillo.fern@arklay-science.com","27/07/1980","08/03/2017","66"
"CE-74674","María Cruz Vega","Bioquímica Estructural","Ph.D. en Bioquímica","UNAL Medellín","Uruguay","NIVEL-1 Básico","Activo","maría.cruz.vega@nest-lab.org","06/05/1961","03/07/2021","89"
"CE-96193","Roberto Castro Castillo","Neurociencias","Doctorado en Medicina","Universidad Nacional de Colombia","Perú","NIVEL-3 Confidencial","Suspendido","roberto.castro.casti@nest-lab.org","03/03/1976","23/12/2014","78"
"CE-93994","Pablo Pérez Salazar","Inmunología Avanzada","Doctorado en Medicina","Instituto Nacional de Salud","Argentina","NIVEL-1 Básico","Activo","pablo.pérez.salazar@nest-lab.org","19/06/1977","22/07/2023","98"
"CE-42758","Alejandro González Muñoz","Microbiología Clínica","Doctorado en Microbiología","Universidad Nacional de Colombia","Brasil","NIVEL-5 Umbra","Activo","alejandro.gonzález.m@umbrella-corp.com","06/08/1976","20/03/2013","37"
"CE-40884","Miguel Vargas Fernández","Biotecnología Genómica","Doctorado en Biología Molecular","Colciencias","Ecuador","NIVEL-1 Básico","Activo","miguel.vargas.fernán@progenitor.edu","13/01/1971","16/02/2018","27"
"CE-57739","Andrés Muñoz Ortega","Neurociencias","Doctorado en Medicina","Centro Internacional de Agricultura Tropical","México","NIVEL-2 Restringido","Activo","andrés.muñoz.ortega@arklay-science.com","13/04/1987","19/01/2023","61"
"CE-52812","Paola Fernández Medina","Epidemiología Computacional","Ph.D. en Bioquímica","CINARA","Perú","NIVEL-5 Umbra","En revisión","paola.fernández.medi@arklay-science.com","01/06/1982","26/11/2023","36"
"CE-49833","Sergio Vega Ortega","Virología Molecular","Doctorado en Biología Molecular","Instituto Nacional de Salud","Uruguay","NIVEL-2 Restringido","Activo","sergio.vega.ortega@nest-lab.org","17/05/1964","23/12/2013","41"
"CE-34191","Camila Pérez Ruiz","Biología Sintética","Ph.D. en Neurociencias","Colciencias","España","NIVEL-2 Restringido","Activo","camila.pérez.ruiz@hcf-research.net","21/09/1974","10/09/2017","118"
"CE-72700","María Pérez Mendoza","Parasitología Molecular","Ph.D. en Ciencias Biológicas","Universidad Tecnológica de Pereira","México","NIVEL-3 Confidencial","Suspendido","maría.pérez.mendoza@hcf-research.net","11/10/1993","01/10/2014","32"
"CE-43941","Rosa Ruiz Ramos","Criobiología","Ph.D. Bioinformática","CINARA","Chile","NIVEL-4 Secreto","Suspendido","rosa.ruiz.ramos@nest-lab.org","12/05/1995","21/02/2021","93"
"CE-80952","Gabriela Vargas González","Toxicología Ambiental","Ph.D. en Farmacología","Pontificia Universidad Javeriana","Colombia","NIVEL-1 Básico","Activo","gabriela.vargas.gonz@umbrella-corp.com","21/05/1986","23/10/2017","102"
"CE-96083","Gabriela Muñoz Cruz","Biotecnología Genómica","M.Sc. Biotecnología","Universidad Tecnológica de Pereira","Colombia","NIVEL-5 Umbra","Activo","gabriela.muñoz.cruz@hcf-research.net","14/03/1961","23/03/2014","18"
"CE-70935","Luis Mendoza Castillo","Biología Sintética","Ph.D. Bioinformática","Universidad de los Andes","Brasil","NIVEL-5 Umbra","Activo","luis.mendoza.castill@arklay-science.com","16/07/1966","21/02/2012","91"
"CE-49260","Miguel Delgado Salazar","Inmunología Avanzada","Ph.D. en Química","UNAL Medellín","Ecuador","NIVEL-3 Confidencial","Activo","miguel.delgado.salaz@nest-lab.org","10/07/1967","13/07/2019","105"
"CE-57092","Valeria Ríos Ríos","Virología Molecular","Doctorado en Biología Molecular","Pontificia Universidad Javeriana","Perú","NIVEL-1 Básico","Activo","valeria.ríos.ríos@arklay-science.com","18/06/1965","07/12/2016","70"
"CE-48083","Pablo Sánchez Martínez","Nanotecnología Biomédica","Ph.D. en Bioquímica","UNAL Medellín","Argentina","NIVEL-5 Umbra","Activo","pablo.sánchez.martín@progenitor.edu","02/12/1971","23/11/2011","91"
"CE-36319","Gustavo Guerrero Vargas","Toxicología Ambiental","Ph.D. en Farmacología","Universidad Nacional de Colombia","Colombia","NIVEL-5 Umbra","Suspendido","gustavo.guerrero.var@nest-lab.org","15/03/1962","24/10/2023","42"
"CE-15132","Miguel Ruiz Fernández","Farmacología Experimental","Doctorado en Biología Molecular","Instituto Humboldt","México","NIVEL-1 Básico","Activo","miguel.ruiz.fernánde@progenitor.edu","11/01/1992","18/04/2022","90"
"CE-14015","Valentina Rodríguez Morales","Oncología Molecular","Doctorado en Microbiología","Universidad Industrial de Santander","Colombia","NIVEL-1 Básico","Activo","valentina.rodríguez.@umbrella-corp.com","12/07/1969","23/05/2015","50"
"CE-66235","Patricia Castillo Ortega","Neurociencias","Doctorado en Medicina","Universidad Tecnológica de Pereira","Uruguay","NIVEL-2 Restringido","Activo","patricia.castillo.or@progenitor.edu","28/11/1974","22/12/2020","41"
"CE-21222","Gabriela Vega Mendoza","Toxicología Ambiental","M.D. Ph.D.","Instituto Humboldt","Colombia","NIVEL-2 Restringido","Activo","gabriela.vega.mendoz@umbrella-corp.com","17/07/1991","26/03/2022","29"
"CE-80702","Roberto Fernández Jiménez","Neurociencias","Ph.D. en Bioquímica","Colciencias","España","NIVEL-1 Básico","Activo","roberto.fernández.ji@umbrella-corp.com","21/03/1969","26/07/2010","21"
"CE-90119","Sergio Vega García","Oncología Molecular","Doctorado en Microbiología","Universidad Industrial de Santander","Ecuador","NIVEL-3 Confidencial","En revisión","sergio.vega.garcía@progenitor.edu","10/11/1985","09/03/2011","59"
"CE-82344","Mariana Ríos Romero","Farmacología Experimental","M.Sc. Genómica","Universidad de Antioquia","Colombia","NIVEL-4 Secreto","Activo","mariana.ríos.romero@arklay-science.com","20/02/1978","14/12/2019","96"
"CE-80657","Laura Pérez Sánchez","Parasitología Molecular","Ph.D. Bioinformática","Universidad Industrial de Santander","Perú","NIVEL-2 Restringido","Activo","laura.pérez.sánchez@progenitor.edu","18/03/1993","09/05/2020","46"
"CE-15539","Pablo González Pérez","Oncología Molecular","Ph.D. en Neurociencias","Instituto Humboldt","Chile","NIVEL-1 Básico","Activo","pablo.gonzález.pérez@arklay-science.com","26/05/1980","10/08/2020","41"
"CE-32842","Valeria Vega Castillo","Virología Molecular","M.D. Ph.D.","Universidad de Córdoba","Colombia","NIVEL-1 Básico","Activo","valeria.vega.castill@hcf-research.net","01/07/1972","06/12/2011","59"
"CE-70817","Alejandro López Vargas","Epidemiología Computacional","Doctorado en Medicina","Universidad Tecnológica de Pereira","Argentina","NIVEL-4 Secreto","Activo","alejandro.lópez.varg@hcf-research.net","19/04/1967","19/01/2021","38"
"CE-91162","Manuel Vargas Salazar","Inmunología Avanzada","Ph.D. en Bioquímica","Universidad del Valle","Argentina","NIVEL-4 Secreto","Activo","manuel.vargas.salaza@arklay-science.com","22/07/1986","07/03/2013","30"
"CE-91647","Sofía Sánchez Ríos","Bioquímica Estructural","Ph.D. en Neurociencias","Universidad Industrial de Santander","México","NIVEL-2 Restringido","Activo","sofía.sánchez.ríos@umbrella-corp.com","23/03/1981","22/08/2010","85"
"CE-22010","Laura Jiménez Martínez","Neurociencias","M.D. Ph.D.","Universidad del Valle","Ecuador","NIVEL-2 Restringido","En revisión","laura.jiménez.martín@arklay-science.com","24/05/1993","22/01/2014","56"
"CE-69181","Daniela Jiménez Ríos","Neurociencias","Doctorado en Medicina","Centro Internacional de Agricultura Tropical","Ecuador","NIVEL-1 Básico","En revisión","daniela.jiménez.ríos@arklay-science.com","24/11/1964","03/06/2015","26"
"CE-25008","Manuel Medina Torres","Genética Forense","M.D. Ph.D.","Universidad de Antioquia","Chile","NIVEL-4 Secreto","Activo","manuel.medina.torres@umbrella-corp.com","24/02/1981","12/01/2012","87"
"CE-19792","Alejandro Jiménez Morales","Biología Sintética","M.Sc. Genómica","Pontificia Universidad Javeriana","Brasil","NIVEL-4 Secreto","En revisión","alejandro.jiménez.mo@nest-lab.org","13/10/1977","05/05/2023","93"
"CE-50160","Andrés Ortega Guerrero","Bioquímica Estructural","M.Sc. Genómica","Universidad Tecnológica de Pereira","Brasil","NIVEL-1 Básico","Suspendido","andrés.ortega.guerre@progenitor.edu","07/12/1988","23/02/2010","42"
"CE-72789","Iván Jiménez Ríos","Bioquímica Estructural","Doctorado en Medicina","Universidad de Antioquia","España","NIVEL-1 Básico","Suspendido","iván.jiménez.ríos@arklay-science.com","26/10/1990","25/07/2011","38"
"CE-16894","Gabriela Fernández Ortega","Microbiología Clínica","Ph.D. en Neurociencias","Universidad del Valle","México","NIVEL-3 Confidencial","Activo","gabriela.fernández.o@nest-lab.org","11/02/1968","28/04/2017","26"
"CE-13868","Pablo Ruiz Delgado","Epidemiología Computacional","M.Sc. Biotecnología","CINARA","Argentina","NIVEL-2 Restringido","Activo","pablo.ruiz.delgado@nest-lab.org","15/08/1993","16/09/2016","106"
